"draw_no","draw_date","num1","num2","num3","num4","num5","num6","bonus","first_winner_count","first_prize_amount","first_total_amount","second_winner_count","second_prize_amount","third_winner_count","third_prize_amount","total_sales_amount"
"1027","2022-08-06","14","16","27","35","39","45","5","10","2460504338","24605043380","83","49407718","2700","1518830","101195159000"
"1028","2022-08-13","5","7","12","13","18","35","23","20","1181235132","23624702640","91","43268687","2810","1401228","100613537000"
"1029","2022-08-20","12","30","32","37","39","41","24","10","2527848450","25278484500","62","67952916","2614","1611738","101336312000"
"1030","2022-08-27","2","5","11","17","24","29","9","19","1276406507","24251723633","104","38864942","3278","1233055","104899923000"
"1031","2022-09-03","6","7","22","32","35","36","19","8","3213957563","25711660504","64","66957450","2789","1536493","104316078000"
"1032","2022-09-10","1","6","12","19","36","42","28","10","2675257538","26752575380","90","49541807","3078","1448591","110907011000"
"1033","2022-09-17","3","11","15","20","35","44","10","13","1913414943","24874394259","79","52477625","3083","1344708","104642258000"
"1034","2022-09-24","26","31","32","33","38","40","11","9","2868856209","25819705881","66","65201278","2898","1484916","107150089000"
"1035","2022-10-01","9","14","34","35","41","42","2","8","3231193735","25849549880","71","60679695","2848","1512732","106759523000"
"1036","2022-10-08","2","5","22","32","34","45","39","9","2837323167","25535908503","64","66499762","2593","1641337","103753936000"
"1037","2022-10-15","2","14","15","22","27","33","31","15","1708576825","25628652375","78","54762078","2713","1574435","104840173000"
"1038","2022-10-22","7","16","24","27","37","44","2","15","1627457225","24411858375","77","52839521","3364","1209466","104932409000"
"1039","2022-10-29","2","3","6","19","36","39","26","16","1585019672","25360314752","80","52833990","2773","1524241","105259066000"
"1040","2022-11-05","8","16","26","29","31","36","11","7","3660482625","25623378375","63","67786716","2583","1653335","104007239000"
"1041","2022-11-12","6","7","9","11","17","18","45","25","935091165","23377279125","85","45837803","3947","987133","105301601000"
"1042","2022-11-19","5","14","15","23","34","43","4","20","1240663669","24813273380","100","41355456","3567","1159391","106510259000"
"1043","2022-11-26","3","5","12","22","26","31","19","17","1468646956","24966998252","86","48385656","3156","1318494","107045942000"
"1044","2022-12-03","12","17","20","26","28","36","4","8","3136941235","25095529880","72","58091505","2597","1610547","102891973000"
"1045","2022-12-10","6","14","15","19","21","41","37","13","1990060443","25870785759","67","64355189","2699","1597554","105380282000"
"1046","2022-12-17","7","16","25","29","35","36","28","12","2011415719","24136988628","57","70575991","2959","1359524","100923993000"
"1047","2022-12-24","2","20","33","40","42","44","32","9","2748797875","24739180875","83","49677071","2728","1511436","103058179000"
"1048","2022-12-31","6","12","17","21","32","39","30","17","1612494508","27412406636","102","44791515","3817","1196944","117323901000"
"1049","2023-01-07","3","5","13","20","21","37","17","15","1727810100","25917151500","89","48533992","2968","1455366","108444724000"
"1050","2023-01-14","6","12","31","35","38","43","17","17","1535083280","26096415760","70","62134324","2866","1517587","108072602000"
"1051","2023-01-21","21","26","30","32","33","35","44","18","1669558480","30052052640","70","71552507","2824","1773611","119243907000"
"1052","2023-01-28","5","17","26","27","35","38","1","11","2341682762","25758510382","108","39750788","2926","1467220","107565461000"
"1053","2023-02-04","22","26","29","30","34","45","15","7","4090367411","28632571877","64","74563990","2702","1766135","113721665000"
"1054","2023-02-11","14","19","27","28","30","45","33","9","3147925709","28331331381","66","71543767","2714","1739827","113660567000"
"1055","2023-02-18","4","7","12","14","22","33","31","11","2362815205","25990967255","92","47085086","3413","1269215","112488256000"
"1056","2023-02-25","13","20","24","32","36","45","29","14","1969662456","27575274384","81","56739248","3223","1425964","113279615000"
"1057","2023-03-04","8","13","19","27","40","45","12","17","1616069714","27473185138","664","6895880","2962","1545870","112523887000"
"1058","2023-03-11","11","23","25","30","32","40","42","13","2058020250","26754263250","60","74317398","3074","1450568","112041382000"
"1059","2023-03-18","7","10","22","25","34","40","27","13","2033168481","26431190253","83","53074680","3127","1408762","110846824000"
"1060","2023-03-25","3","10","24","33","38","45","36","28","898238907","25150689396","96","43664392","4593","912646","110677185000"
"1061","2023-04-01","4","24","27","35","37","45","15","11","2422768773","26650456503","99","44866089","3003","1479102","109909344000"
"1062","2023-04-08","20","31","32","40","41","45","12","7","3801933804","26613536628","68","65229257","2668","1662515","107109911000"
"1063","2023-04-15","3","6","22","23","24","38","30","7","3770311875","26392183125","55","79976313","2706","1625535","108347135000"
"1064","2023-04-22","3","6","9","18","22","35","14","19","1348168106","25615194014","62","68858049","3296","1295267","109427584000"
"1065","2023-04-29","3","18","19","23","32","45","24","14","1852593938","25936315132","74","58415125","3117","1386821","108181727000"
"1066","2023-05-06","6","11","16","19","21","32","45","15","1670947250","25064208750","88","47470093","3323","1257108","106440950000"
"1067","2023-05-13","7","10","19","23","28","33","18","13","1981114010","25754482130","82","52346509","3679","1166734","110703299000"
"1068","2023-05-20","4","7","19","26","33","35","3","19","1363929514","25914660766","87","49644944","3114","1386998","108988932000"
"1069","2023-05-27","1","10","18","22","28","31","44","14","1863217554","26085045756","79","55031743","3006","1446277","108388892000"
"1070","2023-06-03","3","6","14","22","30","41","36","14","1859116929","26027637006","63","68856183","2938","1476495","107222802000"
"1071","2023-06-10","1","2","11","21","30","35","39","5","5183979750","25919898750","83","52047990","2891","1494287","107362630000"
"1072","2023-06-17","16","18","20","23","32","43","27","12","2175006375","26100076500","93","46774331","2872","1514629","108156654000"
"1073","2023-06-24","6","18","28","30","32","38","15","11","2345227603","25797503633","62","69348129","2994","1436067","107352123000"
"1074","2023-07-01","1","6","20","27","28","41","15","12","2134763657","25617163884","78","54737530","2711","1574891","105744157000"
"1075","2023-07-08","1","23","24","35","44","45","10","9","2896337167","26067034503","160","27153161","2750","1579821","105635232000"
"1076","2023-07-15","3","7","9","33","36","37","10","9","2672689750","24054207750","86","46616682","3109","1289494","103168694000"
"1077","2023-07-22","4","8","17","30","40","43","34","7","3570901018","24996307126","98","42510727","3235","1287806","105927489000"
"1078","2023-07-29","6","10","11","14","36","38","43","12","2141604938","25699259256","77","55626103","2691","1591680","105407618000"
"1079","2023-08-05","4","8","18","24","37","45","6","9","2712329417","24410964753","85","47864637","3212","1266655","103120206000"
"1080","2023-08-12","13","16","23","31","36","44","38","7","3639444429","25476111003","82","51780714","2720","1561037","104111986000"
"1081","2023-08-19","1","9","16","23","24","38","17","11","2343892944","25782822384","92","46708012","2923","1470112","106974323000"
"1082","2023-08-26","21","26","27","32","34","42","31","7","3720489643","26043427501","62","70009214","2768","1568126","107566880000"
"1083","2023-09-02","3","7","14","15","22","38","17","15","1713084525","25696267875","72","59482102","3274","1308098","108995141000"
"1084","2023-09-09","8","12","13","29","33","42","5","15","1738764600","26081469000","107","40625342","3003","1447523","109818924000"
"1085","2023-09-16","4","7","17","18","38","44","36","23","1073277473","24685381879","80","51427879","3471","1185316","106249975000"
"1086","2023-09-23","11","16","25","27","35","36","37","17","1515913809","25770534753","67","64105808","3270","1313483","109250306000"
"1087","2023-09-30","13","14","18","21","34","44","16","16","1732253602","27716057632","71","65061169","2989","1545448","113960897000"
"1088","2023-10-07","11","21","22","30","39","44","31","11","2434697898","26781676878","94","47485243","2991","1492348","109089305000"
"1089","2023-10-14","4","18","31","37","42","43","40","9","2978522167","26806699503","79","56554219","2825","1581517","108725932000"
"1090","2023-10-21","12","19","21","29","40","45","1","11","2386494614","26251440754","88","49718638","2931","1492747","108364862000"
"1091","2023-10-28","6","20","23","24","28","30","44","9","2898470459","26086234131","65","66887780","2873","1513299","109335581000"
"1092","2023-11-04","7","18","19","26","33","45","37","16","1583289844","25332637504","84","50263170","3327","1269044","108970510000"
"1093","2023-11-11","10","17","22","30","35","43","44","13","1967040750","25571529750","65","65568025","2928","1455575","105589036000"
"1094","2023-11-18","6","7","15","22","26","40","41","12","2112854469","25354253628","87","48571368","2725","1550719","104078823000"
"1095","2023-11-25","8","14","28","29","34","40","12","10","2617825575","26178255750","57","76544608","2584","1688484","106160572000"
"1096","2023-12-02","1","12","16","19","23","43","34","10","2539391175","25393911750","85","49791984","2924","1447442","105753078000"
"1097","2023-12-09","14","33","34","35","37","40","4","7","3864293090","27050051630","67","67288686","2631","1713547","108873101000"
"1098","2023-12-16","12","16","21","24","41","43","15","13","1930461895","25096004635","68","61509816","2840","1472771","103850339000"
"1099","2023-12-23","3","20","28","38","40","43","4","9","2959934125","26639407125","71","62533820","2701","1643800","107510729000"
"1100","2023-12-30","17","26","29","30","31","43","12","13","2207575472","28698481136","81","59050373","2869","1667160","116187023000"
"1101","2024-01-06","6","7","13","28","36","42","41","13","2100529500","27306883500","75","60681964","3363","1353300","114758876000"
"1102","2024-01-13","13","14","22","26","37","38","20","20","1383591413","27671828260","63","73205895","3042","1516099","113178102000"
"1103","2024-01-20","10","12","29","31","40","44","2","17","1574419633","26765133761","76","58695469","2909","1533468","110195070000"
"1104","2024-01-27","1","7","21","30","35","38","2","15","1817193100","27257896500","76","59776089","3000","1514328","112449384000"
"1105","2024-02-03","6","16","34","37","39","40","11","15","1834853800","27522807000","83","55266681","2898","1582863","113295292000"
"1106","2024-02-10","1","3","4","29","42","45","36","11","2790462819","30695091009","67","76355948","3374","1516257","126617296000"
"1107","2024-02-17","6","14","30","31","40","41","29","14","2025625233","28358753262","82","57639743","3357","1407942","117664962000"
"1108","2024-02-24","7","19","26","37","39","44","27","14","1957990849","27411871886","96","47590056","3227","1415757","114578905000"
"1109","2024-03-02","10","12","13","19","33","40","2","17","1584352875","26933998875","84","53440474","3347","1341202","117196327000"
"1110","2024-03-09","3","7","11","20","22","41","24","16","1647392719","26358283504","118","37229214","3654","1202258","115083786000"
"1111","2024-03-16","3","13","30","33","43","45","4","16","1714662540","27434600640","97","47138490","5096","897260","116382835000"
"1112","2024-03-23","16","20","26","36","42","44","24","10","2804455650","28044556500","59","79221912","3077","1519043","114216084000"
"1113","2024-03-30","11","13","20","21","32","44","8","14","1987426822","27823975508","57","81356654","2936","1579472","113342318000"
"1114","2024-04-06","10","16","19","32","33","38","3","17","1583813824","26924835008","88","50994006","3221","1393193","113597890000"
"1115","2024-04-13","7","12","23","32","34","36","8","12","2257278282","27087339384","60","75242610","3103","1454901","113939215000"
"1116","2024-04-20","15","16","17","25","30","31","32","10","2695000238","26950002380","114","39400589","2896","1550991","110862553000"
"1117","2024-04-27","3","4","9","30","33","36","7","9","3028385542","27255469878","94","48325302","3161","1437071","113895333000"
"1118","2024-05-04","11","13","14","15","16","45","3","19","1477445132","28071457508","72","64980226","3518","1329897","113727120000"
"1119","2024-05-11","1","9","12","13","20","45","3","19","1396028764","26524546516","97","45574823","3108","1422381","111840714000"
"1120","2024-05-18","2","19","26","31","38","41","34","11","2522163375","27743797125","91","50812816","3049","1516552","114804359000"
"1121","2024-05-25","6","24","31","32","38","44","8","11","2524513262","27769645882","76","60898347","2956","1565723","113898519000"
"1122","2024-06-01","3","6","21","30","34","35","22","11","2556266046","28118926506","99","47338261","2932","1598393","115540004000"
"1123","2024-06-08","13","19","21","24","34","35","26","16","1731310711","27700971376","77","59958813","2945","1567684","113142957000"
"1124","2024-06-15","3","8","17","30","33","34","28","10","2623327913","26233279130","87","50255324","3123","1400005","112014841000"
"1125","2024-06-22","6","14","25","33","40","44","30","12","2195289188","26343470256","78","56289467","3066","1432022","109407294000"
"1126","2024-06-29","4","5","9","11","37","40","7","11","2386382421","26250206631","91","48077302","3114","1404957","111998191000"
"1127","2024-07-06","10","15","24","30","31","37","32","12","2267891969","27214703628","84","53997428","3007","1508409","111571373000"
"1128","2024-07-13","1","5","8","16","28","33","45","63","419925560","26455310280","77","57262577","2987","1476137","111364194000"
"1129","2024-07-20","5","10","11","17","28","34","22","11","2369567660","26065244260","107","40600069","3142","1382625","110363498000"
"1130","2024-07-27","15","19","21","25","27","28","40","12","2263301219","27159614628","69","65602934","2900","1560898","109515089000"
"1131","2024-08-03","1","2","6","14","27","38","33","17","1542367898","26220254266","56","78036471","2861","1527453","109120798000"
"1132","2024-08-10","6","7","19","28","34","41","5","11","2404951807","26454469877","73","60398334","3086","1428736","110018123000"
"1133","2024-08-17","13","14","20","28","29","34","23","13","2105079491","27366033383","73","62479529","2737","1666426","111210839000"
"1134","2024-08-24","3","7","9","13","19","24","23","14","1755689384","24579651376","97","42233078","3961","1034236","111660087000"
"1135","2024-08-31","1","6","13","19","21","33","4","9","2953726125","26583535125","91","48687794","3417","1296632","113817137000"
"1136","2024-09-07","21","33","35","38","42","44","1","12","2314468157","27773617884","75","61719151","2906","1592890","113031911000"
"1137","2024-09-14","4","9","12","15","33","45","26","14","2023447688","28328267632","111","42534937","3323","1420818","119250007000"
"1138","2024-09-21","14","16","19","20","29","34","35","14","1902656786","26637195004","50","88790650","2865","1549576","109651510000"
"1139","2024-09-28","5","12","15","30","37","40","18","13","2167490972","28177382636","75","62616406","3240","1449454","117915887000"
"1140","2024-10-05","7","10","22","29","31","38","15","12","2279823938","27357887256","83","54935517","3345","1363124","115238556000"
"1141","2024-10-12","7","11","12","21","26","35","20","11","2457758285","27035341135","100","45058902","3371","1336663","115803173000"
"1142","2024-10-19","2","8","28","30","37","41","22","9","3117517709","28057659381","67","69795173","2841","1645997","114254355000"
"1143","2024-10-26","10","16","17","27","28","36","6","11","2545657023","28002227253","90","51855977","3154","1479721","116432896000"
"1144","2024-11-02","3","4","12","15","26","34","6","18","1489347375","26808252750","94","47532364","3626","1232224","116378514000"
"1145","2024-11-09","2","11","31","33","37","44","32","9","3051630084","27464670756","63","72657860","3312","1382079","116115162000"
"1146","2024-11-16","6","11","17","19","40","43","28","11","2526476353","27791239883","72","64331574","3030","1528672","116694743000"
"1147","2024-11-23","7","11","24","26","27","37","32","8","3323422079","26587376632","83","53388307","3588","1235014","115707061000"
"1148","2024-11-30","3","6","13","15","16","22","32","13","2073332308","26953320004","97","46311547","3082","1457567","113188640000"
"1149","2024-12-07","8","15","19","21","32","36","38","17","1613380765","27427473005","74","61773588","2924","1563354","112146718000"
"1150","2024-12-14","8","9","18","35","39","45","25","17","1570620309","26700545253","226","19690668","3413","1303865","114152034000"
"1151","2024-12-21","2","3","9","15","27","29","8","17","1620503030","27548551510","102","45013974","3351","1370166","116118444000"
"1152","2024-12-28","30","31","32","35","36","37","5","35","874349668","30602238380","79","64561685","3354","1520684","120703009000"
"1153","2025-01-04","1","9","10","13","35","44","5","15","2027312925","30409693875","79","64155473","3506","1445603","126343367000"
"1154","2025-01-11","4","8","22","26","32","38","27","15","1854965425","27824481375","62","74796993","3190","1453735","115268257000"
"1155","2025-01-18","10","16","19","27","37","38","13","7","4066375179","28464626253","78","60821851","3171","1496091","118482730000"
"1156","2025-01-25","30","31","34","39","41","45","7","21","1505207090","31609348890","73","72167464","3494","1507792","127643987000"
"1157","2025-02-01","5","7","12","20","25","26","28","12","2257842157","27094105884","141","32026130","4549","992677","123443439000"
"1158","2025-02-08","21","25","27","32","37","38","20","21","1394358197","29281522137","86","56747136","3032","1609583","119706159000"
"1159","2025-02-15","3","9","27","28","38","39","7","23","1284854250","29551647750","110","44775224","3742","1316215","124802304000"
"1160","2025-02-22","7","13","18","36","39","45","19","12","2509359875","30112318500","84","59746664","3176","1580202","123177536000"
"1161","2025-03-01","2","12","20","24","34","42","37","16","1792657969","28682527504","117","40858302","4107","1163970","123230590000"
"1162","2025-03-08","20","21","22","25","28","29","6","36","823931021","29661516756","78","63379310","4752","1040317","120578328000"
"1163","2025-03-15","2","13","15","16","33","43","4","15","1936891150","29053367250","75","64563039","3386","1430074","122246316000"
"1164","2025-03-22","17","18","23","25","38","39","22","13","2193092164","28510198132","76","62522365","3470","1369366","121102645000"
"1165","2025-03-29","6","7","27","29","38","45","17","13","2192485270","28502308510","91","52202031","3173","1497128","118112106000"
"1166","2025-04-05","14","23","25","27","29","42","16","14","2072319938","29012479132","80","60442665","2803","1725085","116717661000"
"1167","2025-04-12","8","23","31","35","39","40","24","10","2884087913","28840879130","69","69663960","2942","1633859","118762131000"
"1168","2025-04-19","9","21","24","30","33","37","29","13","2136635914","27776266882","74","62559160","3514","1317410","117811795000"
"1169","2025-04-26","5","12","24","26","39","42","20","10","2852735813","28527358130","112","42451426","3244","1465648","118803195000"
"1170","2025-05-03","3","13","28","34","38","42","25","20","1386550969","27731019380","103","44872200","5668","815427","116709995000"
"1171","2025-05-10","3","6","7","11","12","17","19","21","1128345286","23695251006","148","26683842","5317","742752","115285696000"
"1172","2025-05-17","7","9","24","40","42","44","45","13","2203004452","28639057876","98","48705881","3059","1560372","117565241000"
"1173","2025-05-24","1","5","18","20","30","35","3","24","1179946063","28318705512","94","50210471","3139","1503595","118782668000"
"1174","2025-05-31","8","11","14","17","36","39","22","15","1910619425","28659291375","85","56194689","3196","1494540","119020467000"
"1175","2025-06-07","3","4","6","8","32","42","31","20","1384026094","27680521880","92","50145873","3178","1451675","117488305000"
"1176","2025-06-14","7","9","11","21","30","35","29","13","2052166154","26678160002","89","49959102","3533","1258523","115765450000"
"1177","2025-06-21","3","7","15","16","19","43","21","6","4576672000","27460032000","75","61022294","3111","1471126","115411832000"
"1178","2025-06-28","5","6","11","27","43","44","17","12","2391608407","28699300884","89","53744010","3061","1562633","118774279000"
"1179","2025-07-05","3","16","18","24","40","44","21","13","2162821097","28116674261","63","74382737","2989","1567787","115024678000"
"1180","2025-07-12","6","12","18","37","40","41","3","11","2535566421","27891230631","72","64563034","3010","1544365","115377965000"
"1181","2025-07-19","8","10","14","20","33","41","28","17","1593643500","27091939500","86","52503759","3109","1452340","113802682000"
"1182","2025-07-26","1","13","21","25","28","31","22","13","2124785424","27622210512","79","58274706","3015","1526933","115431308000"
"1183","2025-08-02","4","15","17","23","27","36","31","13","2073966000","26961558000","92","48843403","3623","1240297","115605968000"
"1184","2025-08-09","14","16","23","25","31","37","42","15","1910655600","28659834000","95","50280411","3115","1533432","117748924000"
"1185","2025-08-16","6","17","22","28","29","32","38","12","2388695125","28664341500","79","60473295","2903","1645674","117480804000"
"1186","2025-08-23","2","8","13","16","23","28","35","14","1985676911","27799476754","89","52058946","3226","1436221","116690738000"
"1187","2025-08-30","5","13","26","29","37","40","42","11","2619380012","28813180132","79","60787300","3147","1525961","117650847000"
"1188","2025-09-06","3","4","12","19","22","27","9","24","1074625172","25791004128","111","38725232","3713","1157690","116617971000"
"1189","2025-09-13","9","19","29","35","37","38","31","13","2263651299","29427466887","167","29368730","3121","1571477","119484685000"
"1190","2025-09-20","7","9","19","23","26","45","33","6","4622793813","27736762878","113","40909680","3293","1403825","118368861000"
"1191","2025-09-27","1","4","11","12","20","41","2","18","1536334355","27654018390","132","34916690","3649","1263087","121272809000"
"1192","2025-10-04","10","16","23","36","39","40","11","29","1079546587","31306851023","95","54924300","3476","1501096","129050196000"
"1193","2025-10-11","6","9","16","19","24","28","17","16","1717013508","27472216128","84","54508366","3635","1259616","118676603000"
"1194","2025-10-18","3","13","15","24","33","37","2","28","985155349","27584349772","99","46438300","5442","844799","121085706000"
"1195","2025-10-25","3","15","27","33","34","36","37","10","2939186738","29391867380","86","56960984","3337","1467979","122918013000"
"1196","2025-11-01","8","12","15","29","40","45","14","15","2001627550","30024413250","94","53234776","2837","1763860","121645432000"
"1197","2025-11-08","1","5","7","26","28","43","30","13","2205089827","28666167751","74","64563441","3087","1547683","120244434000"
"1198","2025-11-15","26","30","33","38","39","41","21","10","2953686638","29536866380","78","63112963","3110","1582898","120207517000"
"1199","2025-11-22","16","24","25","30","31","32","7","17","1695609839","28825367263","75","64056372","3504","1371070","118624796000"
"1200","2025-11-29","1","2","4","16","20","32","45","12","2357299875","28287598500","80","58932497","3584","1315458","118339596000"
"1201","2025-12-06","7","9","24","27","35","36","37","19","1414555718","26876558642","84","53326506","3321","1348819","115389593000"
"1202","2025-12-13","5","12","21","33","37","40","7","14","1920410813","26885751382","109","41109712","3764","1190478","116954237000"
"1203","2025-12-20","3","6","18","29","35","39","24","21","1368060733","28729275393","118","40578073","3588","1334508","121655631000"
"1204","2025-12-27","8","16","28","30","31","44","27","18","1661007688","29898138384","95","52452875","3361","1482602","123758619000"
"1205","2026-01-03","1","4","16","23","31","41","2","10","3226386263","32263862630","97","55436191","3486","1542545","132670747000"
"1206","2026-01-10","1","3","17","26","27","42","23","15","1868807000","28032105000","74","63135372","3329","1403430","121012690000"
"1207","2026-01-17","10","22","24","27","38","45","11","17","1733202949","29464450133","86","57101648","3365","1459359","122934287000"
"1208","2026-01-24","6","27","30","36","38","42","25","6","5001713625","30010281750","68","73554613","2932","1705906","120408668000"
"1209","2026-01-31","2","17","20","35","37","39","24","22","1371910466","30182030252","73","68908745","3141","1601509","124040394000"
"1210","2026-02-07","1","7","9","17","27","38","31","24","1102298407","26455161768","153","28818259","4649","948418","123111058000"
"1211","2026-02-14","23","26","27","35","38","40","10","14","2370956036","33193384504","86","64328265","3332","1660334","134945802000"
"1212","2026-02-21","5","8","25","31","41","44","45","12","2654089032","31849068384","79","67192128","3482","1524463","131727929000"
"1213","2026-02-28","5","11","25","27","36","38","2","18","1740011646","31320209628","110","47454864","3724","1401728","131111079000"
"1214","2026-03-07","10","15","19","27","30","33","14","12","2431577188","29178926256","99","49122772","3618","1344156","124815860000"
"1215","2026-03-14","13","15","19","21","44","45","39","16","1998542133","31976674128","76","70124286","3120","1708156","126977101000"
"1216","2026-03-21","3","10","14","15","23","24","25","14","2148654000","30081156000","87","57626736","3181","1576085","125556526000"
"1217","2026-03-28","8","10","15","20","29","31","41","14","2179738018","30516332252","85","59835946","3344","1520950","125155256000"
"1218","2026-04-04","3","28","31","32","42","45","25","18","1714482042","30860676756","80","64293077","2889","1780356","123335928000"
"1219","2026-04-11","1","2","15","28","39","45","31","12","2508232844","30098794128","77","65148906","3079","1629252","120945801000"
"1220","2026-04-18","2","22","25","28","34","43","16","14","2114514161","29603198254","85","58045487","3192","1545698","121958822000"
"1221","2026-04-25","6","13","18","28","30","36","9","16","1830801165","29292818640","96","50855588","3465","1408986","122979623000"
"1222","2026-05-02","4","11","17","22","32","41","34","24","1202986844","28871684256","115","41843021","4081","1179110","124243558000"
"1223","2026-05-09","16","18","20","32","33","39","26","16","1857554133","29720866128","103","48092017","3481","1423005","122621163000"
"1224","2026-05-16","9","18","21","27","44","45","28","12","2414855250","28978263000","70","68995865","3373","1431874","121110408000"
"1225","2026-05-23","8","9","19","25","41","42","33","13","2228133087","28965730131","76","63521338","3333","1448432","120402887000"
"1226","2026-05-30","4","6","13","17","26","28","41","10","2815230113","28152301130","75","62560670","3557","1319104","120259943000"
"1227","2026-06-06","1","14","16","34","41","44","13","11","2674808455","29422893005","70","70054508","3042","1612037","118882558000"
"1228","2026-06-13","24","29","30","31","35","44","1","11","2698334421","29681678631","83","59601765","2836","1744340","119052273000"
"1229","2026-06-20","12","13","29","34","37","42","16","8","3519759000","28158072000","89","52730472","2925","1604449","116155532000"
"1230","2026-06-27","3","8","9","22","28","42","45","16","1771357196","28341715136","90","52484658","3336","1415953","120177677000"
"1231","2026-07-04","4","13","14","18","31","38","15","17","1652990074","28100831258","92","50907303","3329","1406871","118084580000"
"1232","2026-07-11","12","15","19","22","24","36","3","11","2533260819","27865869009","92","50481647","2984","1556405","114636304000"
"1233","2026-07-18","2","7","20","25","37","40","29","31","837965396","25976927276","76","56966946","4438","975550","116159776000"
